,cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
10631,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2008,0.0,Defunciones
10632,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2009,1.0,Defunciones
10633,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2010,0.0,Defunciones
10634,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2011,0.0,Defunciones
10635,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2012,0.0,Defunciones
10636,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2013,0.0,Defunciones
10637,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2014,0.0,Defunciones
10638,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2015,0.0,Defunciones
10639,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2016,0.0,Defunciones
10640,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2017,0.0,Defunciones
10641,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2018,0.0,Defunciones
10642,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2019,0.0,Defunciones
10643,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2020,0.0,Defunciones
